2018-11-28T22:31:59Z	ecs-tasks.amazonaws.com			AWSService	AssumeRole
2018-11-28T22:31:59Z	ecs-tasks.amazonaws.com			AWSService	AssumeRole
2018-11-28T23:02:56Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:02:56Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:02:56Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:02:56Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:02:57Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:11Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:11Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:12Z	34.234.236.212	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	CreateLogStream
2018-11-28T23:03:12Z	lambda.amazonaws.com			AWSService	AssumeRole
2018-11-28T23:03:13Z	34.234.236.212	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	CreateLogStream
2018-11-28T23:03:13Z	apigateway.amazonaws.com			AWSService	Invoke
2018-11-28T23:03:14Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:17Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:18Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:03:20Z	34.234.236.212	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	CreateLogStream
2018-11-28T23:03:20Z	apigateway.amazonaws.com			AWSService	Invoke
2018-11-28T23:03:35Z	34.234.236.212	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	CreateLogStream
2018-11-28T23:03:50Z	34.234.236.212	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	CreateLogStream
2018-11-28T23:04:54Z	104.102.221.250	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	ListObjects
2018-11-28T23:05:10Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:05:12Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:05:12Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:05:53Z	104.102.221.250	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	ListImages
2018-11-28T23:06:17Z	104.102.221.250	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	BatchGetImage
2018-11-28T23:06:33Z	104.102.221.250	arn:aws:sts::653711331788:assumed-role/level1/level1	653711331788	AssumedRole	GetDownloadUrlForLayer
2018-11-28T23:07:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:07:08Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:09:28Z	104.102.221.250	arn:aws:sts::653711331788:assumed-role/level3/d190d14a-2404-45d6-9113-4eda22d7f2c7	653711331788	AssumedRole	ListBuckets
2018-11-28T23:09:36Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
2018-11-28T23:09:36Z	104.102.221.250		ANONYMOUS_PRINCIPAL	AWSAccount	GetObject
